name,facebook_uri,hours,images
iQ-Food-Co-1321513577888364/,iQ-Food-Co-1321513577888364/,"{'mon_1_open': '08:00', 'mon_1_close': '19:00', 'tue_1_open': '08:00', 'tue_1_close': '19:00', 'wed_1_open': '08:00', 'wed_1_close': '19:00', 'thu_1_open': '08:00', 'thu_1_close': '19:00', 'fri_1_open': '08:00', 'fri_1_close': '16:00'}",
iQ-Food-Co-1497746053599651/,iQ-Food-Co-1497746053599651/,"{'mon_1_open': '08:00', 'mon_1_close': '20:30', 'tue_1_open': '08:00', 'tue_1_close': '20:30', 'wed_1_open': '08:00', 'wed_1_close': '20:30', 'thu_1_open': '08:00', 'thu_1_close': '20:30', 'fri_1_open': '08:00', 'fri_1_close': '16:30'}",
iQ-Food-Co-447496768981429/,iQ-Food-Co-447496768981429/,"{'mon_1_open': '07:30', 'mon_1_close': '20:30', 'tue_1_open': '07:30', 'tue_1_close': '20:30', 'wed_1_open': '07:30', 'wed_1_close': '20:30', 'thu_1_open': '07:30', 'thu_1_close': '20:30', 'fri_1_open': '07:30', 'fri_1_close': '20:30'}",
ilporcellino/,ilporcellino/,"{'mon_1_open': '09:00', 'mon_1_close': '16:00', 'tue_1_open': '09:00', 'tue_1_close': '16:00', 'wed_1_open': '09:00', 'wed_1_close': '16:00', 'thu_1_open': '09:00', 'thu_1_close': '16:00', 'fri_1_open': '09:00', 'fri_1_close': '16:00'}",
"in the MANOR",Inthemanor,"{'fri_1_open': '08:30', 'fri_1_close': '15:00'}",
indianroti/,indianroti/,"{'mon_1_open': '11:00', 'mon_1_close': '22:00', 'tue_1_open': '11:00', 'tue_1_close': '22:00', 'wed_1_open': '11:00', 'wed_1_close': '22:00', 'thu_1_open': '11:00', 'thu_1_close': '22:00', 'fri_1_open': '11:00', 'fri_1_close': '23:00', 'sat_1_open': '11:00', 'sat_1_close': '23:00', 'sun_1_open': '11:00', 'sun_1_close': '22:00'}",https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/15940331_884045608365831_272895892809457435_n.jpg?_nc_cat=0&oh=1137ae39cfe00f9491d856f14fb8e061&oe=5BBF00F3|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/1013188_439144839522579_615915961_n.jpg?_nc_cat=0&oh=09f4b99e04bc13f7e2427973f1de9c0b&oe=5B7E5A77
insmarket3g/,insmarket3g/,"{'mon_1_open': '08:00', 'mon_1_close': '23:00', 'tue_1_open': '08:00', 'tue_1_close': '23:00', 'wed_1_open': '08:00', 'wed_1_close': '23:00', 'thu_1_open': '08:00', 'thu_1_close': '23:00', 'fri_1_open': '08:00', 'fri_1_close': '23:00', 'sat_1_open': '10:00', 'sat_1_close': '23:00', 'sun_1_open': '11:00', 'sun_1_close': '19:00'}",https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/12346554_153315208359376_7574916380588390062_n.jpg?_nc_cat=0&oh=06e2f507ac9096ce4c016a436670138e&oe=5B8126E0
itacateTO/,itacateTO/,"{'tue_1_open': '12:00', 'tue_1_close': '21:00', 'wed_1_open': '12:00', 'wed_1_close': '21:00', 'thu_1_open': '12:00', 'thu_1_close': '21:00', 'fri_1_open': '12:00', 'fri_1_close': '21:00', 'fri_2_open': '22:30', 'fri_2_close': '03:00', 'sat_1_open': '10:30', 'sat_1_close': '03:00', 'sat_2_open': '12:00', 'sat_2_close': '09:00', 'sun_1_open': '11:00', 'sun_1_close': '17:00'}",https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/32293678_965099320330016_10406727233044480_n.jpg?_nc_cat=0&oh=91cbd3f3d9268af1a3609ee8e241f95c&oe=5BC1CB8D|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/30726600_954148248091790_2544087864484823040_n.jpg?_nc_cat=0&oh=af4ab70a2fa56817aa2c7b00fbea3482&oe=5B7BD265|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/30706570_951547528351862_1010394221774897152_n.jpg?_nc_cat=0&oh=5d68261681fb132672b970b604998892&oe=5B77867D|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/29594888_940510656122216_4004775269504834007_n.jpg?_nc_cat=0&oh=8fb5b027b0f198aaad48b80f622cb81c&oe=5B8AE256|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/29497671_939975929509022_2251831777962960282_n.jpg?_nc_cat=0&oh=a48f660f2d8aaea528d161849d47d657&oe=5BBECA38|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/29314472_936562923183656_1962319451726544896_n.jpg?_nc_cat=0&oh=bd2c7fa11131b245b316e511450db3e8&oe=5BBA2F6E|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/28959304_932788723561076_2613520945742086144_n.jpg?_nc_cat=0&oh=e5c46a69362a8d0b156a89c7a7b90f65&oe=5BC3E35F|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/28951100_932036186969663_8832375368326316032_n.jpg?_nc_cat=0&oh=49a4236bcee15a602757be009ea685bf&oe=5BB33DF6|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/29063041_932036173636331_2494603209805398016_n.jpg?_nc_cat=0&oh=80f5165e905b5083b9843e41321f6b17&oe=5BB82B8D|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/28660288_928712590635356_1698491983955261654_n.jpg?_nc_cat=0&oh=9bc23494ac28e67316b3fe4e56931803&oe=5B77243C|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/28379748_928173277355954_3242387998666961797_n.jpg?_nc_cat=0&oh=56bca405bc4ac9288db0a6ac9e7e89f0&oe=5BC3C9AF|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/28379577_925097020996913_8507311012002132932_n.jpg?_nc_cat=0&oh=0cca7577b7ff017c309ea4811a6acd13&oe=5B8A680E|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/28166319_920790374760911_3742879950998515783_n.jpg?_nc_cat=0&oh=e4ddbc51c0a5094253afbbfc7af99dfc&oe=5B885981|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/27459491_913582582148357_6743163502431954761_n.jpg?_nc_cat=0&oh=8351aacc17a99a6e6a0df6017f69e9bc&oe=5BBE63D7
italvitalvegan/,italvitalvegan/,"{'mon_1_open': '11:00', 'mon_1_close': '21:00', 'tue_1_open': '11:00', 'tue_1_close': '21:00', 'wed_1_open': '11:00', 'wed_1_close': '21:00', 'thu_1_open': '11:00', 'thu_1_close': '21:00', 'fri_1_open': '11:00', 'fri_1_close': '21:00', 'sat_1_open': '12:00', 'sat_1_close': '21:00', 'sun_1_open': '12:00', 'sun_1_close': '21:00'}",
jalguacafe/,jalguacafe/,"{'mon_1_open': '08:00', 'mon_1_close': '17:00', 'tue_1_open': '08:30', 'tue_1_close': '17:00', 'wed_1_open': '08:30', 'wed_1_close': '17:00', 'thu_1_open': '08:30', 'thu_1_close': '17:30', 'fri_1_open': '08:00', 'fri_1_close': '17:30', 'sat_1_open': '08:30', 'sat_1_close': '17:30', 'sun_1_open': '10:00', 'sun_1_close': '18:00'}",
jimmyscoffee/,jimmyscoffee/,,https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/34175710_10156338082648788_798488425245179904_n.jpg?_nc_cat=0&oh=18dc01f1a69a69465c542e71db96b4bf&oe=5B8AAEF6|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/34035318_10156335884213788_1205031329196933120_n.jpg?_nc_cat=0&oh=7cf431f0289fe9799bbb2baf3fd570e2&oe=5BBEFAAA|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/33900403_10156333983903788_5613962657523564544_n.jpg?_nc_cat=0&oh=5ec957fe764e2b62ef66d1807f12f346&oe=5B83B4AD|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/33828824_10156331831958788_758124528755802112_n.jpg?_nc_cat=0&oh=b8c28d41f2e2894058ed212e37c2cf75&oe=5B7D198A|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/33194619_10156329732158788_1245400568625627136_n.jpg?_nc_cat=0&oh=3f77aaeac5e234e8f12d954a02d355ee&oe=5BC15F74|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/33600830_10156327797928788_1032223298567536640_n.jpg?_nc_cat=0&oh=10955b23ee776151760181aad194e458&oe=5BBAF349|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/33611676_10156325656138788_4697508295454228480_n.jpg?_nc_cat=0&oh=f5e4e9e7fc6ee9a8fa1049302c719383&oe=5B7D022B|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/33503914_10156323285948788_2713030291403833344_n.jpg?_nc_cat=0&oh=a716b31a494f4f7c2f4ba878fcd8b379&oe=5B77A97B|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/33306074_10156321009953788_8637725672355135488_n.jpg?_nc_cat=0&oh=0cbb08859853272338ebd118205d4c8b&oe=5B84896D|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/33216245_10156318821393788_3869685831987888128_n.jpg?_nc_cat=0&oh=a2806f6f6f03d75fcc47e1f752aa8ae0&oe=5BB93F67|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/33126628_10156316795573788_869312590575042560_n.jpg?_nc_cat=0&oh=958b264f58e7bc9b7d918fc2a87de7ae&oe=5BBCE5C7|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/33081264_10156314778513788_5080242950143737856_n.jpg?_nc_cat=0&oh=cf4df5b2d3f123ea570817e5a144e83c&oe=5B8296BF|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/33066097_10156312690063788_8564370366833623040_n.jpg?_nc_cat=0&oh=93222c9fc35cdf9ede1405e6a1273294&oe=5BB43855|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/33032558_10156310505103788_4952381266935676928_n.jpg?_nc_cat=0&oh=a1af489e05086fd0961806df514e59de&oe=5BC31519|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/32914958_10156308318663788_787410124040830976_n.jpg?_nc_cat=0&oh=ba468b1b82516ffe20db7232dd42afbb&oe=5B807F9B
jimmysmccaul/,jimmysmccaul/,"{'mon_1_open': '07:00', 'mon_1_close': '20:00', 'tue_1_open': '07:00', 'tue_1_close': '20:00', 'wed_1_open': '07:00', 'wed_1_close': '20:00', 'thu_1_open': '07:00', 'thu_1_close': '20:00', 'fri_1_open': '07:00', 'fri_1_close': '20:00', 'sat_1_open': '07:00', 'sat_1_close': '20:00', 'sun_1_open': '07:00', 'sun_1_close': '19:00'}",https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/22688561_310521102760644_377862727320178078_n.jpg?_nc_cat=0&oh=be0ff57a7c1382dfd10f6a314b044e65&oe=5BB8D52A
jopapaspizza/,jopapaspizza/,"{'mon_1_open': '11:00', 'mon_1_close': '22:00', 'tue_1_open': '11:00', 'tue_1_close': '22:00', 'wed_1_open': '11:00', 'wed_1_close': '22:00', 'thu_1_open': '11:00', 'thu_1_close': '22:00', 'fri_1_open': '11:00', 'fri_1_close': '23:00', 'sat_1_open': '11:00', 'sat_1_close': '23:00', 'sun_1_open': '11:30', 'sun_1_close': '21:00'}",
karinesvegan/,karinesvegan/,"{'mon_1_open': '09:00', 'mon_1_close': '15:00', 'tue_1_open': '08:00', 'tue_1_close': '16:00', 'wed_1_open': '08:00', 'wed_1_close': '16:00', 'thu_1_open': '08:00', 'thu_1_close': '16:00', 'fri_1_open': '08:00', 'fri_1_close': '15:00', 'sat_1_open': '10:00', 'sat_1_close': '15:00', 'sun_1_open': '10:00', 'sun_1_close': '15:00'}",
kcsfca/,kcsfca/,,https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/34192215_1896624053729862_197420937719578624_n.jpg?_nc_cat=0&oh=22bc78ecaae8daf6ae325867b0a1041f&oe=5B87991F|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/31901818_1868004936591774_6570950648894849024_n.png?_nc_cat=0&oh=da72513edfe40bd5b9bfd569a0d193d2&oe=5BBEDE11|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/31531605_1868004579925143_7981920080772464640_n.jpg?_nc_cat=0&oh=95a23a6c4b1bb687ebfab879f89e8ec5&oe=5BBC5E38|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/31902179_1868003739925227_6432357521746296832_n.jpg?_nc_cat=0&oh=4685cf362e7f0ca7aeba1ae783d52b5f&oe=5B7EEFF9|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/31919504_1868002913258643_3433838645348401152_n.png?_nc_cat=0&oh=a1e3ae1d4de1dd7d215e33c7ff9b86c4&oe=5B865453|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/31932334_1867999733258961_483136881102422016_n.png?_nc_cat=0&oh=54041097e20ef8788d0efc82de269d0b&oe=5B7A9EA5|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/31902026_1867999369925664_8284648986615218176_n.jpg?_nc_cat=0&oh=0166491379c8f298dc53421708163211&oe=5B883E1B|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/31914035_1867998449925756_3161367281594793984_n.png?_nc_cat=0&oh=22342c7bc0f1b319042f4841cd54467a&oe=5B887D51|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/31945990_1867998106592457_4647532408185290752_n.png?_nc_cat=0&oh=b229607a48284c1d5e092b6e3cc1fe97&oe=5BB2E84D|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/31791869_1866509163408018_9208823225981599744_n.png?_nc_cat=0&oh=3e595fc0079adc8b598ef826123332e3&oe=5BBC492A|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/31902159_1866505210075080_8241032567227154432_n.png?_nc_cat=0&oh=5ae42af38fdd5bc76eae313e5494fa5f&oe=5BB348C5|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/31697326_1864468023612132_3532167167061524480_n.png?_nc_cat=0&oh=1415d85ffbb2a9594b3ceac7bebcbdf7&oe=5BB4D20C|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/31723432_1864465750279026_8679026335571509248_n.png?_nc_cat=0&oh=0038cc84b8d6053ee506b930bba25cd9&oe=5B7A0718|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/31817337_1864464836945784_165445571920789504_n.jpg?_nc_cat=0&oh=4a90b6a41641d5df3d454a47bc7c181e&oe=5BB9C4A2|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/31671318_1863504660375135_8336164830113169408_n.png?_nc_cat=0&oh=d5dc18d9602d7081ee4e7b7ee4413823&oe=5BB2EBE4
keeleurhunger/,keeleurhunger/,,https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/18485480_2054819141411976_8131768441019369288_n.jpg?_nc_cat=0&oh=8ab6ae50208507d459406868bdda7922&oe=5BB6C6D7|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/18342270_2053283911565499_7450686622981516987_n.jpg?_nc_cat=0&oh=70df29883b9e362bdb42186750cdd521&oe=5BB96ABC|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/18300964_2052398568320700_787638638001766336_n.jpg?_nc_cat=0&oh=0e66535776ab2501e683a0c95f0587cd&oe=5BBD5D88|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/18342045_2052394701654420_1231517308268089217_n.jpg?_nc_cat=0&oh=b9f347ac8b6edbf13dcf0ca49a045edc&oe=5B84CC2F
khaosanroadTO/,khaosanroadTO/,"{'mon_1_open': '11:30', 'mon_1_close': '14:30', 'mon_2_open': '17:00', 'mon_2_close': '22:00', 'tue_1_open': '11:30', 'tue_1_close': '14:30', 'tue_2_open': '17:00', 'tue_2_close': '22:00', 'wed_1_open': '11:30', 'wed_1_close': '14:30', 'wed_2_open': '17:00', 'wed_2_close': '22:00', 'thu_1_open': '11:30', 'thu_1_close': '14:30', 'thu_2_open': '17:00', 'thu_2_close': '22:00', 'fri_1_open': '11:30', 'fri_1_close': '14:30', 'fri_2_open': '17:00', 'fri_2_close': '22:00', 'sat_1_open': '12:00', 'sat_1_close': '15:00', 'sat_2_open': '17:00', 'sat_2_close': '22:00', 'sun_1_open': '17:00', 'sun_1_close': '22:00'}",
kupfertandkim/,kupfertandkim/,"{'mon_1_open': '07:30', 'mon_1_close': '22:00', 'tue_1_open': '07:30', 'tue_1_close': '22:00', 'wed_1_open': '07:30', 'wed_1_close': '22:00', 'thu_1_open': '07:30', 'thu_1_close': '22:00', 'fri_1_open': '07:30', 'fri_1_close': '22:00', 'sat_1_open': '09:30', 'sat_1_close': '22:00', 'sun_1_open': '09:30', 'sun_1_close': '22:00'}",
kwalitysweets/,kwalitysweets/,"{'mon_1_open': '10:00', 'mon_1_close': '22:00', 'tue_1_open': '10:00', 'tue_1_close': '22:00', 'wed_1_open': '10:00', 'wed_1_close': '22:00', 'thu_1_open': '10:00', 'thu_1_close': '22:00', 'fri_1_open': '10:00', 'fri_1_close': '22:30', 'sat_1_open': '10:00', 'sat_1_close': '22:30', 'sun_1_open': '10:00', 'sun_1_close': '22:00'}",
lakeshoreorganicthrive/,lakeshoreorganicthrive/,"{'mon_1_open': '09:00', 'mon_1_close': '21:00', 'tue_1_open': '09:00', 'tue_1_close': '21:00', 'wed_1_open': '09:00', 'wed_1_close': '21:00', 'thu_1_open': '09:00', 'thu_1_close': '21:00', 'fri_1_open': '09:00', 'fri_1_close': '21:00', 'sat_1_open': '09:00', 'sat_1_close': '21:00', 'sun_1_open': '09:00', 'sun_1_close': '21:00'}",
lanrestaurant/,lanrestaurant/,"{'mon_1_open': '12:00', 'mon_1_close': '22:00', 'tue_1_open': '12:00', 'tue_1_close': '22:00', 'thu_1_open': '12:00', 'thu_1_close': '22:00', 'fri_1_open': '12:00', 'fri_1_close': '22:00', 'sat_1_open': '17:00', 'sat_1_close': '22:00', 'sun_1_open': '12:00', 'sun_1_close': '22:00'}",
lavidacocoa/,lavidacocoa/,"{'mon_1_open': '10:00', 'mon_1_close': '18:00', 'tue_1_open': '10:00', 'tue_1_close': '18:00', 'wed_1_open': '10:00', 'wed_1_close': '18:00', 'thu_1_open': '10:00', 'thu_1_close': '20:00', 'fri_1_open': '10:00', 'fri_1_close': '20:00', 'sat_1_open': '10:00', 'sat_1_close': '16:00', 'sun_1_open': '10:00', 'sun_1_close': '14:00'}",
"lbs. restaurant",lbs.Toronto,"{'mon_1_open': '11:30', 'mon_1_close': '22:30', 'tue_1_open': '11:30', 'tue_1_close': '22:30', 'wed_1_open': '11:30', 'wed_1_close': '22:30', 'thu_1_open': '11:30', 'thu_1_close': '22:30', 'fri_1_open': '11:30', 'fri_1_close': '22:30', 'sat_1_open': '17:00', 'sat_1_close': '22:30'}",
leerestaurantandlounge/,leerestaurantandlounge/,"{'mon_1_open': '17:00', 'mon_1_close': '22:30', 'tue_1_open': '17:00', 'tue_1_close': '22:30', 'wed_1_open': '17:00', 'wed_1_close': '22:30', 'thu_1_open': '17:00', 'thu_1_close': '23:30', 'fri_1_open': '17:00', 'fri_1_close': '23:30', 'sat_1_open': '17:00', 'sat_1_close': '23:30', 'sun_1_open': '17:00', 'sun_1_close': '22:30'}",
"lil' brew hops",lilbrewhops,"{'tue_1_open': '16:00', 'tue_1_close': '23:00', 'wed_1_open': '16:00', 'wed_1_close': '23:00', 'thu_1_open': '16:00', 'thu_1_close': '23:00', 'fri_1_open': '11:00', 'fri_1_close': '00:00', 'sat_1_open': '11:00', 'sat_1_close': '00:00', 'sun_1_open': '11:00', 'sun_1_close': '11:00'}",
liquidnutrition.oakville/,liquidnutrition.oakville/,"{'mon_1_open': '07:30', 'mon_1_close': '19:00', 'tue_1_open': '07:30', 'tue_1_close': '19:00', 'wed_1_open': '07:30', 'wed_1_close': '19:00', 'thu_1_open': '07:30', 'thu_1_close': '19:00', 'fri_1_open': '07:30', 'fri_1_close': '19:00', 'sat_1_open': '08:30', 'sat_1_close': '18:00', 'sun_1_open': '09:30', 'sun_1_close': '17:00'}",https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/389176_312411418791107_1079408759_n.jpg?_nc_cat=0&oh=0d739082c8ed550c5c9ff518fa40922c&oe=5B7B461D
livingwelltakeout/,livingwelltakeout/,"{'mon_1_open': '10:00', 'mon_1_close': '22:00', 'tue_1_open': '10:00', 'tue_1_close': '22:00', 'wed_1_open': '10:00', 'wed_1_close': '22:00', 'thu_1_open': '10:00', 'thu_1_close': '22:30', 'fri_1_open': '10:00', 'fri_1_close': '22:00', 'sat_1_open': '10:00', 'sat_1_close': '22:00'}",
loadedpierogi/,loadedpierogi/,"{'mon_1_open': '11:30', 'mon_1_close': '22:00', 'tue_1_open': '11:30', 'tue_1_close': '22:00', 'wed_1_open': '11:30', 'wed_1_close': '22:00', 'thu_1_open': '11:30', 'thu_1_close': '23:00', 'fri_1_open': '11:30', 'fri_1_close': '23:00', 'sat_1_open': '11:30', 'sat_1_close': '23:00', 'sun_1_open': '11:30', 'sun_1_close': '21:00'}",
lovekitchenbakery/,lovekitchenbakery/,,https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/22308596_1927862137231613_8092539690921905727_n.jpg?_nc_cat=0&oh=48530bee3716ca5de275cc75a6823df0&oe=5B7733C9|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/21728191_1897850593566101_2760172826039494436_n.jpg?_nc_cat=0&oh=0e8f09ddb600fd0cb27dd4870a390959&oe=5BBCF859|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/20729716_1853490908002070_8592730799544685964_n.jpg?_nc_cat=0&oh=b08821076b2232dfb04a66ae1a73607a&oe=5B87E2EF|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/20770241_1852489071435587_169411289022308311_n.jpg?_nc_cat=0&oh=c813a4c5b49d5961e70a664fea68599a&oe=5BB3203C|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/20841096_1852488904768937_3876746495590600302_n.jpg?_nc_cat=0&oh=1d307d8e0bfa94b4f1e9688a4db073f0&oe=5B7E7557|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/19756499_1805271092824052_5934991119961480042_n.jpg?_nc_cat=0&oh=1116db4cb47a22209d48a7aa3564e921&oe=5BBA9670|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/19748694_1804661229551705_1586466910618162560_n.jpg?_nc_cat=0&oh=f532a6f0eb58e36b8e15364d3435d79d&oe=5B7773B9|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/19894734_1804661099551718_6801598931116149629_n.jpg?_nc_cat=0&oh=712672e265b1e3a8ed3b32d8ef9fc670&oe=5B83512D|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/19059618_1764613413556487_4095780322991275503_n.jpg?_nc_cat=0&oh=125c1c438e1c508177a45c6978d7f292&oe=5BB66557|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/18951251_1763077240376771_6747124930894857680_n.jpg?_nc_cat=0&oh=00682f420d808532efb71aca8f9971cb&oe=5BB5EDBB|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/19029395_1761878197163342_7904375244224212201_n.jpg?_nc_cat=0&oh=3b05a49dfef75c616713fe8ef840a39f&oe=5BBD31C9|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/18952698_1761872140497281_1180931065168223867_n.jpg?_nc_cat=0&oh=712e846d86dd26934e32f8bb8e7599a1&oe=5BB71738|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/19059964_1761777497173412_8160774839375709438_n.jpg?_nc_cat=0&oh=441f2ad00986f7cc95409799faa8f3cd&oe=5B7948E8|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/15621619_1517361461615018_6024649010424313315_n.jpg?_nc_cat=0&oh=47577e6d7c3c4606efcdf9b30546f7c0&oe=5BC2B66B
lovethe6ix/,lovethe6ix/,,https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/12798975_1691022987778770_1190393231469461893_n.jpg?_nc_cat=0&oh=d256c45bef2544d231fa6f78c10804c6&oe=5B7A561D|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/580357_1689606157920453_213114086947370318_n.jpg?_nc_cat=0&oh=bfef0d0f449da5084709c591810c178a&oe=5BB74B32|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/12744066_1689092931305109_2094050365131426895_n.jpg?_nc_cat=0&oh=fd52d7e634d20cd46fc47eb52028fa2b&oe=5B7F591F|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/12742583_1688839977997071_3711341337880798098_n.jpg?_nc_cat=0&oh=8807936be85e5b523dd914ded01e2dee&oe=5BB4FF45|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/12744301_1688265424721193_4484769658118668424_n.jpg?_nc_cat=0&oh=92f4282a56528a35543adafcab18477d&oe=5BBD223C|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/12717827_1687043411510061_2856120010941878036_n.jpg?_nc_cat=0&oh=7cbb1102f8d459974562cd96706bd272&oe=5BC0F206|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/12715319_1685619694985766_4671881134398981152_n.jpg?_nc_cat=0&oh=e1ce7451c20f6bbb934b59eb1a28fd75&oe=5BBEEB66|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/12661781_1685045941709808_2499180460926059287_n.jpg?_nc_cat=0&oh=32203ddb95bb690fde5f01b956ef2fca&oe=5B8AFBA7|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/12642661_1684464098434659_3139436573593094635_n.jpg?_nc_cat=0&oh=86fb65573e638c5d9a2acec3f1660426&oe=5B79DA11|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/12651210_1683332391881163_6481727855866110263_n.jpg?_nc_cat=0&oh=400f2dac787dcf6c19bd8814b8f5f983&oe=5B7FA741|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/12654364_1683099411904461_4359562973568512599_n.jpg?_nc_cat=0&oh=50b7458f27b4e215862228c4b129fbc3&oe=5B822CCF|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/12074918_1655516127996123_901727865834536921_n.jpg?_nc_cat=0&oh=974f5136c7173c167de3feaf509836a7&oe=5BBAB129|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/12107144_1655515101329559_708476896803347411_n.jpg?_nc_cat=0&oh=1ef40913bf14a7910db8587036fdefeb&oe=5B77E7CB
lunchbox1731/,lunchbox1731/,"{'mon_1_open': '08:00', 'mon_1_close': '18:00', 'tue_1_open': '08:00', 'tue_1_close': '18:00', 'wed_1_open': '08:00', 'wed_1_close': '18:00', 'thu_1_open': '08:00', 'thu_1_close': '18:00', 'fri_1_open': '08:00', 'fri_1_close': '18:00', 'sat_1_open': '08:30', 'sat_1_close': '17:00', 'sun_1_open': '08:30', 'sun_1_close': '17:00'}",
magicovendanforth/,magicovendanforth/,"{'mon_1_open': '11:00', 'mon_1_close': '22:00', 'tue_1_open': '11:00', 'tue_1_close': '22:00', 'wed_1_open': '11:00', 'wed_1_close': '22:00', 'thu_1_open': '11:00', 'thu_1_close': '23:00', 'fri_1_open': '11:00', 'fri_1_close': '23:00', 'sat_1_open': '11:00', 'sat_1_close': '23:00', 'sun_1_open': '12:00', 'sun_1_close': '22:00'}",
