name,facebook_uri,hours,images
"Crown Princess Fine Dining",Crown-Princess-Fine-Dining-159465920786755,"{'mon_1_open': '10:00', 'mon_1_close': '23:00', 'tue_1_open': '10:00', 'tue_1_close': '23:00', 'wed_1_open': '10:00', 'wed_1_close': '23:00', 'thu_1_open': '10:00', 'thu_1_close': '23:00', 'fri_1_open': '10:00', 'fri_1_close': '23:00', 'sat_1_open': '09:00', 'sat_1_close': '23:00', 'sun_1_open': '09:00', 'sun_1_close': '23:00'}",
"Crown and Dragon Restaurant",crownanddragon,"{'mon_1_open': '11:30', 'mon_1_close': '01:00', 'tue_1_open': '11:30', 'tue_1_close': '01:00', 'wed_1_open': '11:30', 'wed_1_close': '01:00', 'thu_1_open': '11:30', 'thu_1_close': '01:00', 'fri_1_open': '11:30', 'fri_1_close': '01:00', 'sat_1_open': '11:30', 'sat_1_close': '02:00', 'sun_1_open': '12:00', 'sun_1_close': '01:00'}",
CrudaCafe/,CrudaCafe/,"{'tue_1_open': '08:00', 'tue_1_close': '18:00', 'wed_1_open': '08:00', 'wed_1_close': '18:00', 'thu_1_open': '08:00', 'thu_1_close': '18:00', 'fri_1_open': '08:00', 'fri_1_close': '18:00', 'sat_1_open': '08:00', 'sat_1_close': '18:00', 'sun_1_open': '08:00', 'sun_1_close': '18:00'}",
"Crystal Sea Food Restaurant",pages/Crystal-Sea-Food-Restaurant/131704073516939,,
"Crêpes à GoGo Spadina",crepesagogoTO,"{'mon_1_open': '08:00', 'mon_1_close': '17:00', 'tue_1_open': '08:00', 'tue_1_close': '17:00', 'wed_1_open': '08:00', 'wed_1_close': '17:00', 'thu_1_open': '08:00', 'thu_1_close': '19:00', 'fri_1_open': '08:00', 'fri_1_close': '19:00', 'sat_1_open': '08:00', 'sat_1_close': '19:00', 'sun_1_open': '09:00', 'sun_1_close': '17:00'}",
"Cuba's Restaurant",Cubas-Restaurant-604993122867002,"{'tue_1_open': '12:00', 'tue_1_close': '20:00', 'wed_1_open': '12:00', 'wed_1_close': '20:00', 'thu_1_open': '12:00', 'thu_1_close': '20:00', 'fri_1_open': '12:00', 'fri_1_close': '02:00', 'sat_1_open': '12:00', 'sat_1_close': '02:00', 'sun_1_open': '12:00', 'sun_1_close': '21:00'}",
Cucci,cucciristorante,,
"Cuchulainn's Irish Pub",pages/Cuchulainns-Irish-Pub/114099328635702,"{'mon_1_open': '11:00', 'mon_1_close': '01:00', 'tue_1_open': '11:00', 'tue_1_close': '01:00', 'wed_1_open': '11:00', 'wed_1_close': '02:00', 'thu_1_open': '11:00', 'thu_1_close': '02:00', 'fri_1_open': '11:00', 'fri_1_close': '02:00', 'sat_1_open': '11:00', 'sat_1_close': '02:00', 'sun_1_open': '11:00', 'sun_1_close': '01:00'}",
"Cucina Manila",pages/Cucina-Manila/138991606115298,,
"Cucinetta Italian Cafe",Cucinetta,"{'mon_1_open': '09:00', 'mon_1_close': '23:00', 'tue_1_open': '09:00', 'tue_1_close': '23:00', 'wed_1_open': '09:00', 'wed_1_close': '23:00', 'thu_1_open': '09:00', 'thu_1_close': '23:00', 'fri_1_open': '09:00', 'fri_1_close': '23:00', 'sat_1_open': '11:00', 'sat_1_close': '23:00', 'sun_1_open': '12:00', 'sun_1_close': '23:00'}",
"Culinaria Restaurant",CulinariaMiss,"{'mon_1_open': '11:30', 'mon_1_close': '22:30', 'tue_1_open': '11:30', 'tue_1_close': '22:30', 'wed_1_open': '11:30', 'wed_1_close': '22:30', 'thu_1_open': '11:30', 'thu_1_close': '22:30', 'fri_1_open': '11:30', 'fri_1_close': '22:30', 'sat_1_open': '17:00', 'sat_1_close': '22:30'}",
"Curry Kitchen Toronto Indian Home Cooking",currykitchentoronto,,
"Cuscatlan Latin American Cuisine",Cuscatlan1,"{'tue_1_open': '12:00', 'tue_1_close': '20:00', 'wed_1_open': '12:00', 'wed_1_close': '20:00', 'thu_1_open': '12:00', 'thu_1_close': '20:00', 'fri_1_open': '12:00', 'fri_1_close': '22:00', 'sat_1_open': '09:30', 'sat_1_close': '22:00', 'sun_1_open': '09:30', 'sun_1_close': '20:00'}",
"Cusina Resto Bar",Cusina-Resto-Bar-793683154083132,"{'tue_1_open': '18:00', 'tue_1_close': '19:00', 'tue_2_open': '23:00', 'tue_2_close': '02:00', 'wed_1_open': '11:00', 'wed_1_close': '02:00', 'wed_2_open': '23:00', 'wed_2_close': '02:00', 'thu_1_open': '11:00', 'thu_1_close': '02:00', 'thu_2_open': '23:00', 'thu_2_close': '02:00', 'fri_1_open': '11:00', 'fri_1_close': '02:00', 'fri_2_open': '23:00', 'fri_2_close': '02:00', 'sat_1_open': '11:00', 'sat_1_close': '02:00', 'sat_2_open': '23:00', 'sat_2_close': '02:00', 'sun_1_open': '11:00', 'sun_1_close': '02:00', 'sun_2_open': '23:00', 'sun_2_close': '02:00'}",
"Cut The Cheese",cutthecheeseTO,"{'tue_1_open': '12:00', 'tue_1_close': '21:00', 'wed_1_open': '12:00', 'wed_1_close': '21:00', 'thu_1_open': '12:00', 'thu_1_close': '21:00', 'fri_1_open': '12:00', 'fri_1_close': '23:00', 'sat_1_open': '12:00', 'sat_1_close': '23:00'}",
"Cutrara's Kitchen Cooking Socials",frankskitchensocials,,
"Cynthia's Chinese Restaurant",CynthiasChineseRestaurant,"{'mon_1_open': '11:30', 'mon_1_close': '22:30', 'tue_1_open': '11:30', 'tue_1_close': '22:30', 'wed_1_open': '11:30', 'wed_1_close': '22:30', 'thu_1_open': '11:30', 'thu_1_close': '22:30', 'fri_1_open': '11:30', 'fri_1_close': '23:00', 'sat_1_open': '11:30', 'sat_1_close': '23:30', 'sun_1_open': '11:30', 'sun_1_close': '22:00'}",
Czehoski,barczehoski,"{'mon_1_open': '16:00', 'mon_1_close': '23:00', 'tue_1_open': '16:00', 'tue_1_close': '23:00', 'wed_1_open': '16:00', 'wed_1_close': '23:00', 'thu_1_open': '16:00', 'thu_1_close': '23:00', 'fri_1_open': '16:00', 'fri_1_close': '23:00', 'sat_1_open': '15:00', 'sat_1_close': '23:00', 'sun_1_open': '15:00', 'sun_1_close': '23:00'}",
"Côte de Bœuf",cdbossington,"{'tue_1_open': '11:00', 'tue_1_close': '18:00', 'wed_1_open': '11:00', 'wed_1_close': '22:00', 'thu_1_open': '11:00', 'thu_1_close': '22:00', 'fri_1_open': '11:00', 'fri_1_close': '22:00', 'sat_1_open': '10:00', 'sat_1_close': '22:00', 'sun_1_open': '11:00', 'sun_1_close': '22:00'}",
"D & D Trinistyles West Indian Food",pages/D-D-Trinistyles-West-Indian-Food/125479031574368,,
"D Spot - Dessert Cafe Queensway",dspotcafequeensway,"{'mon_1_open': '13:00', 'mon_1_close': '00:00', 'tue_1_open': '13:00', 'tue_1_close': '00:00', 'wed_1_open': '13:00', 'wed_1_close': '00:00', 'thu_1_open': '13:00', 'thu_1_close': '00:00', 'fri_1_open': '13:00', 'fri_1_close': '02:00', 'sat_1_open': '13:00', 'sat_1_close': '02:00', 'sun_1_open': '13:00', 'sun_1_close': '00:00'}",
"D Spot - Dessert Cafe Scarborough",DSpotCafe,"{'mon_1_open': '13:00', 'mon_1_close': '00:00', 'tue_1_open': '13:00', 'tue_1_close': '00:00', 'wed_1_open': '13:00', 'wed_1_close': '00:00', 'thu_1_open': '13:00', 'thu_1_close': '00:00', 'fri_1_open': '13:00', 'fri_1_close': '02:00', 'sat_1_open': '13:00', 'sat_1_close': '02:00', 'sun_1_open': '13:00', 'sun_1_close': '00:00'}",
"D Spot Dessert Cafe Mississauga",dspotcafemississauga,,
"D&E Burgers & Poutines",DnEBurgersandPoutines,,
"D' License to Grill",dlicensetogrill,"{'tue_1_open': '14:00', 'tue_1_close': '23:00', 'wed_1_open': '14:00', 'wed_1_close': '23:00', 'thu_1_open': '14:00', 'thu_1_close': '23:00', 'fri_1_open': '14:00', 'fri_1_close': '23:00', 'sat_1_open': '14:00', 'sat_1_close': '23:00', 'sun_1_open': '14:00', 'sun_1_close': '23:00'}",
D-Beatstro,dbeatstro,,
"D-Lite's",dlites.ca,"{'mon_1_open': '10:00', 'mon_1_close': '21:00', 'tue_1_open': '10:00', 'tue_1_close': '21:00', 'wed_1_open': '10:00', 'wed_1_close': '21:00', 'thu_1_open': '10:00', 'thu_1_close': '21:00', 'fri_1_open': '08:30', 'fri_1_close': '14:00', 'sat_1_open': '18:30', 'sat_1_close': '23:00', 'sun_1_open': '08:30', 'sun_1_close': '21:00'}",
"D.Quixote Restaurant",DQuixote-Restaurant-1311911472258321,"{'mon_1_open': '10:00', 'mon_1_close': '22:00', 'wed_1_open': '10:00', 'wed_1_close': '22:00', 'thu_1_open': '10:00', 'thu_1_close': '22:00', 'fri_1_open': '10:00', 'fri_1_close': '22:00', 'sat_1_open': '09:00', 'sat_1_close': '22:00', 'sun_1_open': '09:00', 'sun_1_close': '22:00'}",
DHALIWALFOODS/,DHALIWALFOODS/,,https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/25152141_152267942210258_3751831824964082682_n.jpg?_nc_cat=0&oh=239f3290f795c81b0b10ebb11fcd43d1&oe=5B7743F0
"DOLCE MODA",DolceModaToronto,"{'mon_1_open': '08:00', 'mon_1_close': '20:00', 'tue_1_open': '08:00', 'tue_1_close': '20:00', 'wed_1_open': '08:00', 'wed_1_close': '20:00', 'thu_1_open': '08:00', 'thu_1_close': '20:00', 'fri_1_open': '08:00', 'fri_1_close': '20:00', 'sat_1_open': '09:00', 'sat_1_close': '19:00', 'sun_1_open': '10:00', 'sun_1_close': '18:00'}",
"DQ Grill & Chill Woodbridge",dqwoodbridge,"{'mon_1_open': '10:00', 'mon_1_close': '23:00', 'tue_1_open': '10:00', 'tue_1_close': '23:00', 'wed_1_open': '10:00', 'wed_1_close': '23:00', 'thu_1_open': '10:00', 'thu_1_close': '23:00', 'fri_1_open': '10:00', 'fri_1_close': '00:00', 'sat_1_open': '10:00', 'sat_1_close': '00:00', 'sun_1_open': '10:00', 'sun_1_close': '23:00'}",
DVineGelatoCafe/,DVineGelatoCafe/,"{'mon_1_open': '08:00', 'mon_1_close': '20:00', 'tue_1_open': '08:00', 'tue_1_close': '20:00', 'wed_1_open': '08:00', 'wed_1_close': '20:00', 'thu_1_open': '08:00', 'thu_1_close': '20:00', 'fri_1_open': '08:00', 'fri_1_close': '20:00', 'sat_1_open': '08:00', 'sat_1_close': '20:00', 'sun_1_open': '09:00', 'sun_1_close': '20:00'}",
"Da Best Filipino Bakery and Eatery",dabestfilipinobakery,"{'mon_1_open': '06:00', 'mon_1_close': '20:00', 'tue_1_open': '06:00', 'tue_1_close': '20:00', 'wed_1_open': '06:00', 'wed_1_close': '20:00', 'thu_1_open': '06:00', 'thu_1_close': '20:00', 'fri_1_open': '06:00', 'fri_1_close': '20:00', 'sat_1_open': '06:00', 'sat_1_close': '20:00', 'sun_1_open': '06:00', 'sun_1_close': '20:00'}",
"Da Maria Pizzeria",Da-Maria-Pizzeria-158333337525933,,
"DaRosa's Cafe & Restaurant",darosacafe,"{'mon_1_open': '09:00', 'mon_1_close': '21:00', 'wed_1_open': '09:00', 'wed_1_close': '21:00', 'thu_1_open': '09:00', 'thu_1_close': '22:00', 'fri_1_open': '09:00', 'fri_1_close': '23:00', 'sat_1_open': '09:00', 'sat_1_close': '23:00', 'sun_1_open': '09:00', 'sun_1_close': '22:00'}",
"Daal Roti Indian Tadka House",Daalroti2.mississauga,"{'tue_1_open': '11:45', 'tue_1_close': '14:45', 'tue_2_open': '17:00', 'tue_2_close': '21:45', 'wed_1_open': '11:45', 'wed_1_close': '14:45', 'wed_2_open': '17:00', 'wed_2_close': '21:45', 'thu_1_open': '11:45', 'thu_1_close': '14:45', 'thu_2_open': '17:00', 'thu_2_close': '21:45', 'fri_1_open': '11:45', 'fri_1_close': '14:45', 'fri_2_open': '17:00', 'fri_2_close': '02:00', 'sat_1_open': '12:30', 'sat_1_close': '15:00', 'sat_2_open': '17:30', 'sat_2_close': '02:00', 'sun_1_open': '12:30', 'sun_1_close': '15:00', 'sun_2_open': '16:00', 'sun_2_close': '00:00'}",
Daddies-Patties-977705958945744/,Daddies-Patties-977705958945744/,,https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/12512291_977915712258102_4752180411904897033_n.jpg?_nc_cat=0&oh=49363dad5f771357d86ff9601b8c8a01&oe=5BB369D4|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/12472400_977915285591478_5135978124318417940_n.jpg?_nc_cat=0&oh=ee17b568cd82f9cc607f235e1c059986&oe=5B7DB03C
"Dae Bak Korean Restaurant",pages/Dae-Bak-Korean-Restaurant/138514099539295,,
DaiLo,DaiLoToronto,"{'tue_1_open': '17:30', 'tue_1_close': '02:00', 'wed_1_open': '17:30', 'wed_1_close': '02:00', 'thu_1_open': '17:30', 'thu_1_close': '02:00', 'fri_1_open': '17:30', 'fri_1_close': '02:00', 'sat_1_open': '17:30', 'sat_1_close': '02:00', 'sun_1_open': '17:30', 'sun_1_close': '02:00'}",
DaiLoToronto/,DaiLoToronto/,"{'tue_1_open': '17:30', 'tue_1_close': '02:00', 'wed_1_open': '17:30', 'wed_1_close': '02:00', 'thu_1_open': '17:30', 'thu_1_close': '02:00', 'fri_1_open': '17:30', 'fri_1_close': '02:00', 'sat_1_open': '17:30', 'sat_1_close': '02:00', 'sun_1_open': '17:30', 'sun_1_close': '02:00'}",
"Daiko Indian Kitchen & Nepali street food",daiko1564,,
"Dairy Freeze",pages/Dairy-Freeze/137372632977349,,
"Dairy Queen",DQ12166,,
"Dairy Queen",DQ12213,,
"Dairy Queen",DQ11984,,
"Dairy Queen",DQ11986,,
"Dairy Queen",DQ11981,,
"Dairy Queen",DQ11980,,
"Dairy Queen",DQ11985,,
"Dairy Queen",DQ12023,,
"Dairy Queen / Orange Julius",DQ12244,,
"Dairy Queen / Orange Julius",DQ12249,,
"Dairy Queen Canada Inc",pages/Dairy-Queen-Canada-Inc/132336480129552,,
"Dairy Queen Toronto",dqtoronto,"{'mon_1_open': '11:30', 'mon_1_close': '22:00', 'tue_1_open': '11:30', 'tue_1_close': '22:00', 'wed_1_open': '11:30', 'wed_1_close': '22:00', 'thu_1_open': '11:30', 'thu_1_close': '22:00', 'fri_1_open': '11:30', 'fri_1_close': '22:00', 'sat_1_open': '11:30', 'sat_1_close': '22:00', 'sun_1_open': '11:30', 'sun_1_close': '22:00'}",
Dakgogi,dakgogitoronto,"{'mon_1_open': '17:00', 'mon_1_close': '02:00', 'tue_1_open': '17:00', 'tue_1_close': '02:00', 'wed_1_open': '17:00', 'wed_1_close': '02:00', 'thu_1_open': '17:00', 'thu_1_close': '02:00', 'fri_1_open': '17:00', 'fri_1_close': '02:00', 'sat_1_open': '17:00', 'sat_1_close': '02:00', 'sun_1_open': '17:00', 'sun_1_close': '02:00'}",
"Damas Mediterranean Grill House",pages/Damas-Mediterranean-Grill-House/110766739002038,,
Damascus-Cuisine-for-Catering-762689710494580/,Damascus-Cuisine-for-Catering-762689710494580/,,https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/13095946_998802180216664_3298334220331277490_n.jpg?_nc_cat=0&oh=8563ab10c4c206009f466dbb3d3e8f2d&oe=5BB9F0DF|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/13124428_998802146883334_7065321296838819699_n.jpg?_nc_cat=0&oh=1c6ba68e02f5554355d0ab0a7a977ca6&oe=5BB37942|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/13076677_998802126883336_5746730158571803924_n.jpg?_nc_cat=0&oh=a582b8cda8309250b61916e12d50521c&oe=5BBD11B9|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/13124879_998802100216672_6332854966085855867_n.jpg?_nc_cat=0&oh=11769a4d98db182f227bd5930e112648&oe=5BC333DE|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/12990977_990735144356701_3720018784407981230_n.jpg?_nc_cat=0&oh=4397deb558b9e8f6d9632e64dd4bb9b0&oe=5BBD99AC|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/13007270_990735134356702_1465971069314913597_n.jpg?_nc_cat=0&oh=c50fe382d2ef246b970e567af6633300&oe=5BBE8A9E|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/13012861_990735081023374_936065822496894596_n.jpg?_nc_cat=0&oh=7237dc9d6634cc922f4301e2a0d2e04d&oe=5BB39711|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/12974378_990728094357406_6589983245388821513_n.jpg?_nc_cat=0&oh=cc0c7b1a258e22cbe6304a14b5cf0e7b&oe=5BC34CEE|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/12994438_990728061024076_8251770631058380661_n.jpg?_nc_cat=0&oh=eabc8d07123ef688a489cbd7d5fc0538&oe=5BC2D37D|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/13015625_990728041024078_217152251804604498_n.jpg?_nc_cat=0&oh=84037fe27f03f4128e80139ae2702b77&oe=5BC4D857|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/12998472_990728027690746_3120232331596246699_n.jpg?_nc_cat=0&oh=caee42f2d529af27f8ce44794b0caaaa&oe=5B763279|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/13012750_990728001024082_4145269912676582385_n.jpg?_nc_cat=0&oh=cd8d64a21296f5d9bd8319ed137936e1&oe=5B76A415|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/10606495_923921717704711_5437699205093538804_n.jpg?_nc_cat=0&oh=a77716035a0672407287d7a6d1c0eed6&oe=5BBFB005|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/946456_923921701038046_7951194818306928890_n.jpg?_nc_cat=0&oh=c3f174ee988e71a0aa8c6efc7a663810&oe=5B807283|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/10418180_923921621038054_1729103359919578466_n.jpg?_nc_cat=0&oh=c2ff4b77f901ee57bf228fc1801cb306&oe=5B847B6D
Dandylion,pages/Dandylion/1511435725808761,"{'tue_1_open': '17:30', 'tue_1_close': '22:30', 'wed_1_open': '17:30', 'wed_1_close': '22:30', 'thu_1_open': '17:30', 'thu_1_close': '22:30', 'fri_1_open': '17:30', 'fri_1_close': '22:30', 'sat_1_open': '17:30', 'sat_1_close': '22:30'}",
"Danforth Dragon Restaurant",Danforth-Dragon-Restaurant-132769036747768,,
"Danforth East Soccer Cafe",DanforthEastSoccerClub,"{'mon_1_open': '06:00', 'mon_1_close': '02:00', 'tue_1_open': '06:00', 'tue_1_close': '02:00', 'wed_1_open': '06:00', 'wed_1_close': '02:00', 'thu_1_open': '06:00', 'thu_1_close': '02:00', 'fri_1_open': '06:00', 'fri_1_close': '02:00', 'sat_1_open': '06:00', 'sat_1_close': '02:00', 'sun_1_open': '06:00', 'sun_1_close': '02:00'}",
"Danforth Pizza House",danforthpizzahouse,"{'mon_1_open': '11:00', 'mon_1_close': '21:00', 'tue_1_open': '11:00', 'tue_1_close': '21:00', 'wed_1_open': '11:00', 'wed_1_close': '21:00', 'thu_1_open': '11:00', 'thu_1_close': '21:00', 'fri_1_open': '11:00', 'fri_1_close': '22:00', 'sat_1_open': '11:00', 'sat_1_close': '22:00', 'sun_1_open': '11:00', 'sun_1_close': '21:00'}",
"Danforth Roti Shop",DanforthRotiShop,"{'mon_1_open': '11:00', 'mon_1_close': '20:00', 'tue_1_open': '11:00', 'tue_1_close': '20:00', 'wed_1_open': '11:00', 'wed_1_close': '20:00', 'thu_1_open': '11:00', 'thu_1_close': '20:00', 'fri_1_open': '11:00', 'fri_1_close': '21:00', 'sat_1_open': '11:00', 'sat_1_close': '21:00'}",
"Dante's Pizza",pages/Dantes-Pizza/215847738427439,"{'mon_1_open': '11:00', 'mon_1_close': '22:00', 'tue_1_open': '11:00', 'tue_1_close': '22:00', 'wed_1_open': '11:00', 'wed_1_close': '22:00', 'thu_1_open': '11:00', 'thu_1_close': '22:00', 'fri_1_open': '11:00', 'fri_1_close': '23:00', 'sat_1_open': '11:00', 'sat_1_close': '23:00', 'sun_1_open': '11:00', 'sun_1_close': '22:00'}",
"Darbar Restaurant & Wine Lounge",Darbar-Restaurant-Wine-Lounge-338899699524823,"{'mon_1_open': '11:30', 'mon_1_close': '23:00', 'tue_1_open': '11:30', 'tue_1_close': '23:00', 'wed_1_open': '11:30', 'wed_1_close': '23:00', 'thu_1_open': '11:30', 'thu_1_close': '23:00', 'fri_1_open': '11:30', 'fri_1_close': '23:00', 'sat_1_open': '11:30', 'sat_1_close': '23:00', 'sun_1_open': '11:30', 'sun_1_close': '22:00'}",
"Dark Horse Espresso Bar",darkhorseespressobar,,
"Darlyn's Restaurant",pages/Darlyns-Restaurant/133654573320262,"{'mon_1_open': '10:00', 'mon_1_close': '19:00', 'tue_1_open': '10:00', 'tue_1_close': '19:00', 'wed_1_open': '10:00', 'wed_1_close': '19:00', 'thu_1_open': '10:00', 'thu_1_close': '19:00', 'fri_1_open': '10:00', 'fri_1_close': '19:00', 'sat_1_open': '09:00', 'sat_1_close': '18:00', 'sun_1_open': '09:00', 'sun_1_close': '18:00'}",
"Darna Grill",darnagrillcanada,,
"Dave & Buster's",DnBToronto,"{'mon_1_open': '11:30', 'mon_1_close': '00:00', 'tue_1_open': '11:30', 'tue_1_close': '00:00', 'wed_1_open': '11:30', 'wed_1_close': '00:00', 'thu_1_open': '11:30', 'thu_1_close': '00:00', 'fri_1_open': '11:30', 'fri_1_close': '02:00', 'sat_1_open': '11:30', 'sat_1_close': '02:00', 'sun_1_open': '11:30', 'sun_1_close': '00:00'}",
"Dave & Buster's",DnBOakville,"{'mon_1_open': '11:00', 'mon_1_close': '00:00', 'tue_1_open': '11:00', 'tue_1_close': '00:00', 'wed_1_open': '11:00', 'wed_1_close': '00:00', 'thu_1_open': '11:00', 'thu_1_close': '00:00', 'fri_1_open': '11:00', 'fri_1_close': '02:00', 'sat_1_open': '11:00', 'sat_1_close': '02:00', 'sun_1_open': '11:00', 'sun_1_close': '00:00'}",
Daves...,DavesOnStClair,"{'mon_1_open': '11:00', 'mon_1_close': '02:00', 'tue_1_open': '11:00', 'tue_1_close': '02:00', 'wed_1_open': '11:00', 'wed_1_close': '02:00', 'thu_1_open': '11:00', 'thu_1_close': '02:00', 'fri_1_open': '11:00', 'fri_1_close': '02:00', 'sat_1_open': '09:00', 'sat_1_close': '02:00', 'sun_1_open': '09:00', 'sun_1_close': '02:00'}",
"Dawes Cafe",pages/Dawes-Cafe/133294473362323,"{'mon_1_open': '06:00', 'mon_1_close': '20:00', 'tue_1_open': '06:00', 'tue_1_close': '20:00', 'wed_1_open': '06:00', 'wed_1_close': '20:00', 'thu_1_open': '06:00', 'thu_1_close': '20:00', 'fri_1_open': '06:00', 'fri_1_close': '20:00', 'sat_1_open': '06:30', 'sat_1_close': '20:00', 'sun_1_open': '07:00', 'sun_1_close': '14:00'}",
"Dawes Rd Bar and Grill",pages/Dawes-Rd-Bar-and-Grill/453663058318663,,
"Day & Night Angus Steak and Raw Bar",Day-Night-Angus-Steak-and-Raw-Bar-445443748800186,"{'mon_1_open': '17:00', 'mon_1_close': '01:00', 'tue_1_open': '17:00', 'tue_1_close': '01:00', 'wed_1_open': '17:00', 'wed_1_close': '01:00', 'thu_1_open': '17:00', 'thu_1_close': '01:00', 'fri_1_open': '17:00', 'fri_1_close': '01:00', 'sat_1_open': '17:00', 'sat_1_close': '01:00', 'sun_1_open': '17:00', 'sun_1_close': '01:00'}",
"Dazzling Cafe Canada",DazzlingCafeNY,"{'mon_1_open': '11:30', 'mon_1_close': '23:00', 'tue_1_open': '11:30', 'tue_1_close': '23:00', 'wed_1_open': '11:30', 'wed_1_close': '23:00', 'thu_1_open': '11:30', 'thu_1_close': '23:00', 'fri_1_open': '11:30', 'fri_1_close': '23:00', 'sat_1_open': '11:30', 'sat_1_close': '23:00', 'sun_1_open': '11:30', 'sun_1_close': '23:00'}",
"Dazzling Cafe North York",DazzlingCafeNorthYork,"{'mon_1_open': '11:30', 'mon_1_close': '23:00', 'tue_1_open': '11:30', 'tue_1_close': '23:00', 'wed_1_open': '11:30', 'wed_1_close': '23:00', 'thu_1_open': '11:30', 'thu_1_close': '23:00', 'fri_1_open': '11:30', 'fri_1_close': '23:00', 'sat_1_open': '11:30', 'sat_1_close': '23:00', 'sun_1_open': '11:30', 'sun_1_close': '23:00'}",
"Dazzling Modern Restaurant & Bar",dazzlinglounge,,
"De Mello Palheta Coffee Roasters",hellodemello,,
DeFranticMonkey/,DeFranticMonkey/,"{'mon_1_open': '08:00', 'mon_1_close': '18:00', 'tue_1_open': '08:00', 'tue_1_close': '18:00', 'wed_1_open': '08:00', 'wed_1_close': '18:30', 'thu_1_open': '08:00', 'thu_1_close': '18:30', 'fri_1_open': '08:00', 'fri_1_close': '18:30', 'sat_1_open': '09:30', 'sat_1_close': '18:30', 'sun_1_open': '09:30', 'sun_1_close': '18:30'}",
DeSotos,DeSotosToronto,"{'mon_1_open': '16:00', 'mon_1_close': '00:00', 'tue_1_open': '16:00', 'tue_1_close': '00:00', 'wed_1_open': '16:00', 'wed_1_close': '00:00', 'thu_1_open': '16:00', 'thu_1_close': '00:00', 'fri_1_open': '15:00', 'fri_1_close': '00:00', 'sat_1_open': '11:00', 'sat_1_close': '00:00', 'sun_1_open': '11:00', 'sun_1_close': '00:00'}",
"Dear Fro",DearFro,"{'mon_1_open': '13:00', 'mon_1_close': '23:00', 'tue_1_open': '13:00', 'tue_1_close': '23:00', 'wed_1_open': '13:00', 'wed_1_close': '23:00', 'thu_1_open': '13:00', 'thu_1_close': '23:00', 'fri_1_open': '13:00', 'fri_1_close': '00:00', 'sat_1_open': '13:00', 'sat_1_close': '00:00', 'sun_1_open': '13:00', 'sun_1_close': '23:00'}",
"Death In Venice Gelato Company",deathinvenicegelato,"{'mon_1_open': '09:00', 'mon_1_close': '21:00', 'tue_1_open': '09:00', 'tue_1_close': '21:00', 'wed_1_open': '09:00', 'wed_1_close': '22:00', 'thu_1_open': '09:00', 'thu_1_close': '21:00', 'fri_1_open': '09:00', 'fri_1_close': '22:00', 'sat_1_open': '10:00', 'sat_1_close': '22:00', 'sun_1_open': '10:00', 'sun_1_close': '21:00'}",
"Death and Taxes",pages/Death-and-Taxes/1612755055442669,,
"Deena Halal Meat & Grocery",pages/Deena-Halal-Meat-Grocery/1706058102975857,,
"Deer Garden Signatures",Deer-Garden-Signatures-309916559478202,"{'mon_1_open': '11:00', 'mon_1_close': '23:00', 'tue_1_open': '11:00', 'tue_1_close': '23:00', 'wed_1_open': '11:00', 'wed_1_close': '23:00', 'thu_1_open': '11:00', 'thu_1_close': '23:00', 'fri_1_open': '11:00', 'fri_1_close': '23:00', 'sat_1_open': '11:00', 'sat_1_close': '23:00', 'sun_1_open': '11:00', 'sun_1_close': '23:00'}",
"Dehli Darbar Restaurant",pages/Dehli-Darbar-Restaurant/175548872512598,,
"Delhi bistro",DBMgmt,,
"Delica Kitchen",DelicaKitchenTO,"{'mon_1_open': '10:00', 'mon_1_close': '17:00', 'tue_1_open': '10:00', 'tue_1_close': '17:00', 'wed_1_open': '10:00', 'wed_1_close': '17:00', 'thu_1_open': '10:00', 'thu_1_close': '17:00', 'fri_1_open': '10:00', 'fri_1_close': '17:00', 'sat_1_open': '10:00', 'sat_1_close': '16:00'}",
"Delight Chocolate and Ice Cream",Delight-Chocolate-and-Ice-Cream-207179079981,,
Delight-Handmade-Organic-Fair-Trade-Chocolate-195981030793143/,Delight-Handmade-Organic-Fair-Trade-Chocolate-195981030793143/,,
